num_threads_1,4649,4593,4587,4617,4584,4597,4652,4595,4631,4585,4609
num_threads_2,2511,2543,2518,2482,2477,2473,2516,2477,2504,2486,2498.7
num_threads_4,1520,1526,1540,1530,1540,1548,1526,1520,1519,1525,1529.4
num_threads_8,1562,1567,1564,1564,1561,1588,1582,1576,1551,1578,1569.3
num_threads_16,1582,1587,1575,1578,1564,1588,1585,1568,1563,1554,1574.4
num_threads_32,1585,1560,1581,1573,1564,1589,1566,1566,1578,1563,1572.5
num_threads_64,1560,1555,1556,1559,1561,1560,1549,1615,1560,1563,1563.8
